file_name,pitch(Hz),voice,syllable,id,audio_file,audio_file_path,transcription
Alto2_Eh_11,261.49490237979677,Alto2,Eh,11,Alto2_Eh_11.wav,Vocals/Alto2/Eh/Alto2_Eh_11.wav,Ah
Alto2_Eh_12,276.99826010523066,Alto2,Eh,12,Alto2_Eh_12.wav,Vocals/Alto2/Eh/Alto2_Eh_12.wav,Ehhhh
Alto2_Eh_13,294.35936852870117,Alto2,Eh,13,Alto2_Eh_13.wav,Vocals/Alto2/Eh/Alto2_Eh_13.wav,
Alto2_Eh_14,311.68040215354534,Alto2,Eh,14,Alto2_Eh_14.wav,Vocals/Alto2/Eh/Alto2_Eh_14.wav,
Alto2_Eh_15,331.48107978470125,Alto2,Eh,15,Alto2_Eh_15.wav,Vocals/Alto2/Eh/Alto2_Eh_15.wav,
Alto2_Eh_16,351.06856355948213,Alto2,Eh,16,Alto2_Eh_16.wav,Vocals/Alto2/Eh/Alto2_Eh_16.wav,
Alto2_Eh_17,371.228468182118,Alto2,Eh,17,Alto2_Eh_17.wav,Vocals/Alto2/Eh/Alto2_Eh_17.wav,
Alto2_Eh_18,392.0796559519335,Alto2,Eh,18,Alto2_Eh_18.wav,Vocals/Alto2/Eh/Alto2_Eh_18.wav,
Alto2_Eh_19,415.305,Alto2,Eh,19,Alto2_Eh_19.wav,Vocals/Alto2/Eh/Alto2_Eh_19.wav,Oh
Alto2_Eh_20,439.484277916926,Alto2,Eh,20,Alto2_Eh_20.wav,Vocals/Alto2/Eh/Alto2_Eh_20.wav,Bye.
Alto2_Eh_21,466.666583332954,Alto2,Eh,21,Alto2_Eh_21.wav,Vocals/Alto2/Eh/Alto2_Eh_21.wav,
Alto2_Eh_22,494.89126334237,Alto2,Eh,22,Alto2_Eh_22.wav,Vocals/Alto2/Eh/Alto2_Eh_22.wav,Mmm
Alto2_Eh_23,523.551469225732,Alto2,Eh,23,Alto2_Eh_23.wav,Vocals/Alto2/Eh/Alto2_Eh_23.wav,
Alto2_Eh_24,553.623604508028,Alto2,Eh,24,Alto2_Eh_24.wav,Vocals/Alto2/Eh/Alto2_Eh_24.wav,Oh
Alto2_Eh_25,588.00988908672,Alto2,Eh,25,Alto2_Eh_25.wav,Vocals/Alto2/Eh/Alto2_Eh_25.wav,Oh
Alto2_Eh_26,622.067489594538,Alto2,Eh,26,Alto2_Eh_26.wav,Vocals/Alto2/Eh/Alto2_Eh_26.wav,
Alto2_Eh_27,656.816299876454,Alto2,Eh,27,Alto2_Eh_27.wav,Vocals/Alto2/Eh/Alto2_Eh_27.wav,
Alto2_Eh_28,695.059862684188,Alto2,Eh,28,Alto2_Eh_28.wav,Vocals/Alto2/Eh/Alto2_Eh_28.wav,
Alto2_Eh_29,734.949921224936,Alto2,Eh,29,Alto2_Eh_29.wav,Vocals/Alto2/Eh/Alto2_Eh_29.wav,
Alto2_Eh_30,778.8600073125,Alto2,Eh,30,Alto2_Eh_30.wav,Vocals/Alto2/Eh/Alto2_Eh_30.wav,
Alto2_Ih_1,146.38561486441913,Alto2,Ih,1,Alto2_Ih_1.wav,Vocals/Alto2/Ih/Alto2_Ih_1.wav,Mmmmmmmmmmmmmmmmmmmmmmm
Alto2_Ih_2,154.87389372347752,Alto2,Ih,2,Alto2_Ih_2.wav,Vocals/Alto2/Ih/Alto2_Ih_2.wav,
Alto2_Ih_3,163.8630420878876,Alto2,Ih,3,Alto2_Ih_3.wav,Vocals/Alto2/Ih/Alto2_Ih_3.wav,Eeeee
Alto2_Ih_4,173.91445758903436,Alto2,Ih,4,Alto2_Ih_4.wav,Vocals/Alto2/Ih/Alto2_Ih_4.wav,Eeeee
Alto2_Ih_5,184.1795611638917,Alto2,Ih,5,Alto2_Ih_5.wav,Vocals/Alto2/Ih/Alto2_Ih_5.wav,
Alto2_Ih_6,194.9694783921096,Alto2,Ih,6,Alto2_Ih_6.wav,Vocals/Alto2/Ih/Alto2_Ih_6.wav,
Alto2_Ih_7,208.06660298356636,Alto2,Ih,7,Alto2_Ih_7.wav,Vocals/Alto2/Ih/Alto2_Ih_7.wav,BEEP
Alto2_Ih_8,220.3820172732321,Alto2,Ih,8,Alto2_Ih_8.wav,Vocals/Alto2/Ih/Alto2_Ih_8.wav,Eeeee
Alto2_Ih_9,234.2059738745262,Alto2,Ih,9,Alto2_Ih_9.wav,Vocals/Alto2/Ih/Alto2_Ih_9.wav,eeeee
Alto2_Ih_10,247.97828786543772,Alto2,Ih,10,Alto2_Ih_10.wav,Vocals/Alto2/Ih/Alto2_Ih_10.wav,Eeeee
Alto2_Ih_11,263.1772010967499,Alto2,Ih,11,Alto2_Ih_11.wav,Vocals/Alto2/Ih/Alto2_Ih_11.wav,eeeee
Alto2_Ih_12,278.52175146301056,Alto2,Ih,12,Alto2_Ih_12.wav,Vocals/Alto2/Ih/Alto2_Ih_12.wav,Eeeee
Alto2_Ih_13,293.62184651341084,Alto2,Ih,13,Alto2_Ih_13.wav,Vocals/Alto2/Ih/Alto2_Ih_13.wav,Eeeee
Alto2_Ih_14,312.07512613199316,Alto2,Ih,14,Alto2_Ih_14.wav,Vocals/Alto2/Ih/Alto2_Ih_14.wav,♪ Eeeeee ♪
Alto2_Ih_15,329.224865229805,Alto2,Ih,15,Alto2_Ih_15.wav,Vocals/Alto2/Ih/Alto2_Ih_15.wav,Eeeee
Alto2_Ih_16,349.7210881970411,Alto2,Ih,16,Alto2_Ih_16.wav,Vocals/Alto2/Ih/Alto2_Ih_16.wav,
Alto2_Ih_17,367.7646368712989,Alto2,Ih,17,Alto2_Ih_17.wav,Vocals/Alto2/Ih/Alto2_Ih_17.wav,Hmm
Alto2_Ih_18,390.0497658695451,Alto2,Ih,18,Alto2_Ih_18.wav,Vocals/Alto2/Ih/Alto2_Ih_18.wav,BAH-DEE-YEE-YEE-YEE-YEE-YEE-YEE-YEE-YEE-YEE-YEAH
Alto2_Ih_19,415.305,Alto2,Ih,19,Alto2_Ih_19.wav,Vocals/Alto2/Ih/Alto2_Ih_19.wav,Eeeee
Alto2_Ih_20,437.470712187248,Alto2,Ih,20,Alto2_Ih_20.wav,Vocals/Alto2/Ih/Alto2_Ih_20.wav,Me
Alto2_Ih_21,465.218943820198,Alto2,Ih,21,Alto2_Ih_21.wav,Vocals/Alto2/Ih/Alto2_Ih_21.wav,
Alto2_Ih_22,493.129053604308,Alto2,Ih,22,Alto2_Ih_22.wav,Vocals/Alto2/Ih/Alto2_Ih_22.wav,♪ Me ♪
Alto2_Ih_23,527.903811546118,Alto2,Ih,23,Alto2_Ih_23.wav,Vocals/Alto2/Ih/Alto2_Ih_23.wav,
Alto2_Ih_24,558.635697133698,Alto2,Ih,24,Alto2_Ih_24.wav,Vocals/Alto2/Ih/Alto2_Ih_24.wav,
Alto2_Ih_25,587.748090829438,Alto2,Ih,25,Alto2_Ih_25.wav,Vocals/Alto2/Ih/Alto2_Ih_25.wav,
Alto2_Ih_26,624.185820504208,Alto2,Ih,26,Alto2_Ih_26.wav,Vocals/Alto2/Ih/Alto2_Ih_26.wav,EEEEEEEEEEEEEEEEEE
Alto2_Ih_27,653.677443231298,Alto2,Ih,27,Alto2_Ih_27.wav,Vocals/Alto2/Ih/Alto2_Ih_27.wav,
Alto2_Ih_28,692.693224986076,Alto2,Ih,28,Alto2_Ih_28.wav,Vocals/Alto2/Ih/Alto2_Ih_28.wav,
Alto2_Ih_29,733.901575808478,Alto2,Ih,29,Alto2_Ih_29.wav,Vocals/Alto2/Ih/Alto2_Ih_29.wav,
Alto2_Ih_30,775.470418037564,Alto2,Ih,30,Alto2_Ih_30.wav,Vocals/Alto2/Ih/Alto2_Ih_30.wav,EEEEEEEEEEEEEEEEEEEEEE
Alto2_Oh_1,146.00988061845516,Alto2,Oh,1,Alto2_Oh_1.wav,Vocals/Alto2/Oh/Alto2_Oh_1.wav,
Alto2_Oh_2,154.75308672076065,Alto2,Oh,2,Alto2_Oh_2.wav,Vocals/Alto2/Oh/Alto2_Oh_2.wav,BZZZZZZZZZZZZZZZZZZZ
Alto2_Oh_3,163.79121973675376,Alto2,Oh,3,Alto2_Oh_3.wav,Vocals/Alto2/Oh/Alto2_Oh_3.wav,
Alto2_Oh_4,173.75423690431603,Alto2,Oh,4,Alto2_Oh_4.wav,Vocals/Alto2/Oh/Alto2_Oh_4.wav,
Alto2_Oh_5,184.3782779457419,Alto2,Oh,5,Alto2_Oh_5.wav,Vocals/Alto2/Oh/Alto2_Oh_5.wav,Ah
Alto2_Oh_6,195.3092912405385,Alto2,Oh,6,Alto2_Oh_6.wav,Vocals/Alto2/Oh/Alto2_Oh_6.wav,
Alto2_Oh_7,206.8224582428177,Alto2,Oh,7,Alto2_Oh_7.wav,Vocals/Alto2/Oh/Alto2_Oh_7.wav,
Alto2_Oh_8,219.45712661334144,Alto2,Oh,8,Alto2_Oh_8.wav,Vocals/Alto2/Oh/Alto2_Oh_8.wav,
Alto2_Oh_9,231.44902342840527,Alto2,Oh,9,Alto2_Oh_9.wav,Vocals/Alto2/Oh/Alto2_Oh_9.wav,
Alto2_Oh_10,245.1207820003722,Alto2,Oh,10,Alto2_Oh_10.wav,Vocals/Alto2/Oh/Alto2_Oh_10.wav,
Alto2_Oh_11,261.69646556476266,Alto2,Oh,11,Alto2_Oh_11.wav,Vocals/Alto2/Oh/Alto2_Oh_11.wav,
Alto2_Oh_12,277.4065340988044,Alto2,Oh,12,Alto2_Oh_12.wav,Vocals/Alto2/Oh/Alto2_Oh_12.wav,
Alto2_Oh_13,293.6814322346102,Alto2,Oh,13,Alto2_Oh_13.wav,Vocals/Alto2/Oh/Alto2_Oh_13.wav,
Alto2_Oh_14,310.80176865938563,Alto2,Oh,14,Alto2_Oh_14.wav,Vocals/Alto2/Oh/Alto2_Oh_14.wav,
Alto2_Oh_15,330.54130896686377,Alto2,Oh,15,Alto2_Oh_15.wav,Vocals/Alto2/Oh/Alto2_Oh_15.wav,
Alto2_Oh_16,349.9562851678645,Alto2,Oh,16,Alto2_Oh_16.wav,Vocals/Alto2/Oh/Alto2_Oh_16.wav,
Alto2_Oh_17,371.2911792898298,Alto2,Oh,17,Alto2_Oh_17.wav,Vocals/Alto2/Oh/Alto2_Oh_17.wav,Hmm
Alto2_Oh_18,392.7905422650301,Alto2,Oh,18,Alto2_Oh_18.wav,Vocals/Alto2/Oh/Alto2_Oh_18.wav,MMMMMMMMMMMMMM
Alto2_Oh_19,415.305,Alto2,Oh,19,Alto2_Oh_19.wav,Vocals/Alto2/Oh/Alto2_Oh_19.wav,
Alto2_Oh_20,447.176660931462,Alto2,Oh,20,Alto2_Oh_20.wav,Vocals/Alto2/Oh/Alto2_Oh_20.wav,
Alto2_Oh_21,464.995750230596,Alto2,Oh,21,Alto2_Oh_21.wav,Vocals/Alto2/Oh/Alto2_Oh_21.wav,
Alto2_Oh_22,492.0335196809,Alto2,Oh,22,Alto2_Oh_22.wav,Vocals/Alto2/Oh/Alto2_Oh_22.wav,
Alto2_Oh_23,524.76951274929,Alto2,Oh,23,Alto2_Oh_23.wav,Vocals/Alto2/Oh/Alto2_Oh_23.wav,Oh
Alto2_Oh_24,555.946016594846,Alto2,Oh,24,Alto2_Oh_24.wav,Vocals/Alto2/Oh/Alto2_Oh_24.wav,
Alto2_Oh_25,587.817600197936,Alto2,Oh,25,Alto2_Oh_25.wav,Vocals/Alto2/Oh/Alto2_Oh_25.wav,"♪ Ooh, ooh, ooh, ooh, ooh, ooh, ooh, ooh, ooh, ooh ♪"
Alto2_Oh_26,620.782162332174,Alto2,Oh,26,Alto2_Oh_26.wav,Vocals/Alto2/Oh/Alto2_Oh_26.wav,
Alto2_Oh_27,658.835751302938,Alto2,Oh,27,Alto2_Oh_27.wav,Vocals/Alto2/Oh/Alto2_Oh_27.wav,
Alto2_Oh_28,695.410671682232,Alto2,Oh,28,Alto2_Oh_28.wav,Vocals/Alto2/Oh/Alto2_Oh_28.wav,
Alto2_Oh_29,739.017667866434,Alto2,Oh,29,Alto2_Oh_29.wav,Vocals/Alto2/Oh/Alto2_Oh_29.wav,Oh
Alto2_Oh_30,776.066263698964,Alto2,Oh,30,Alto2_Oh_30.wav,Vocals/Alto2/Oh/Alto2_Oh_30.wav,
Alto2_Uh_1,145.60841378342187,Alto2,Uh,1,Alto2_Uh_1.wav,Vocals/Alto2/Uh/Alto2_Uh_1.wav,Mmmmm
Alto2_Uh_2,154.40582962621085,Alto2,Uh,2,Alto2_Uh_2.wav,Vocals/Alto2/Uh/Alto2_Uh_2.wav,Hmm
Alto2_Uh_3,163.7329173664047,Alto2,Uh,3,Alto2_Uh_3.wav,Vocals/Alto2/Uh/Alto2_Uh_3.wav,MMMMMMMMMM
Alto2_Uh_4,173.29290598027467,Alto2,Uh,4,Alto2_Uh_4.wav,Vocals/Alto2/Uh/Alto2_Uh_4.wav,Hmm
Alto2_Uh_5,182.79074171750813,Alto2,Uh,5,Alto2_Uh_5.wav,Vocals/Alto2/Uh/Alto2_Uh_5.wav,Oh
Alto2_Uh_6,193.9661724836948,Alto2,Uh,6,Alto2_Uh_6.wav,Vocals/Alto2/Uh/Alto2_Uh_6.wav,Oh
Alto2_Uh_7,207.5903817223487,Alto2,Uh,7,Alto2_Uh_7.wav,Vocals/Alto2/Uh/Alto2_Uh_7.wav,Hmm
Alto2_Uh_8,219.8861316374243,Alto2,Uh,8,Alto2_Uh_8.wav,Vocals/Alto2/Uh/Alto2_Uh_8.wav,Hmm
Alto2_Uh_9,229.2926543397639,Alto2,Uh,9,Alto2_Uh_9.wav,Vocals/Alto2/Uh/Alto2_Uh_9.wav,Hmm
Alto2_Uh_10,242.8867407518268,Alto2,Uh,10,Alto2_Uh_10.wav,Vocals/Alto2/Uh/Alto2_Uh_10.wav,Hmm
Alto2_Uh_11,260.54052818094397,Alto2,Uh,11,Alto2_Uh_11.wav,Vocals/Alto2/Uh/Alto2_Uh_11.wav,Mmm
Alto2_Uh_12,276.54454693563906,Alto2,Uh,12,Alto2_Uh_12.wav,Vocals/Alto2/Uh/Alto2_Uh_12.wav,Mmm
Alto2_Uh_13,293.2860564232913,Alto2,Uh,13,Alto2_Uh_13.wav,Vocals/Alto2/Uh/Alto2_Uh_13.wav,Hmm
Alto2_Uh_14,311.1760042068431,Alto2,Uh,14,Alto2_Uh_14.wav,Vocals/Alto2/Uh/Alto2_Uh_14.wav,Hmm
Alto2_Uh_15,331.1693917081915,Alto2,Uh,15,Alto2_Uh_15.wav,Vocals/Alto2/Uh/Alto2_Uh_15.wav,Mmmmmmmmmmmmmmmmmmmmm
Alto2_Uh_16,351.6249411192967,Alto2,Uh,16,Alto2_Uh_16.wav,Vocals/Alto2/Uh/Alto2_Uh_16.wav,Hmm
Alto2_Uh_17,371.64394183548075,Alto2,Uh,17,Alto2_Uh_17.wav,Vocals/Alto2/Uh/Alto2_Uh_17.wav,Hmm
Alto2_Uh_18,392.1777550136461,Alto2,Uh,18,Alto2_Uh_18.wav,Vocals/Alto2/Uh/Alto2_Uh_18.wav,Hmm
Alto2_Uh_19,415.305,Alto2,Uh,19,Alto2_Uh_19.wav,Vocals/Alto2/Uh/Alto2_Uh_19.wav,
Alto2_Uh_20,455.518416974874,Alto2,Uh,20,Alto2_Uh_20.wav,Vocals/Alto2/Uh/Alto2_Uh_20.wav,
Alto2_Uh_21,464.005328046736,Alto2,Uh,21,Alto2_Uh_21.wav,Vocals/Alto2/Uh/Alto2_Uh_21.wav,
Alto2_Uh_22,492.660751025606,Alto2,Uh,22,Alto2_Uh_22.wav,Vocals/Alto2/Uh/Alto2_Uh_22.wav,
Alto2_Uh_23,522.72149502933,Alto2,Uh,23,Alto2_Uh_23.wav,Vocals/Alto2/Uh/Alto2_Uh_23.wav,
Alto2_Uh_24,555.072955516374,Alto2,Uh,24,Alto2_Uh_24.wav,Vocals/Alto2/Uh/Alto2_Uh_24.wav,Oh
Alto2_Uh_25,587.253652560134,Alto2,Uh,25,Alto2_Uh_25.wav,Vocals/Alto2/Uh/Alto2_Uh_25.wav,
Alto2_Uh_26,622.241850627208,Alto2,Uh,26,Alto2_Uh_26.wav,Vocals/Alto2/Uh/Alto2_Uh_26.wav,
Alto2_Uh_27,665.784543241614,Alto2,Uh,27,Alto2_Uh_27.wav,Vocals/Alto2/Uh/Alto2_Uh_27.wav,
Alto2_Uh_28,705.407440254624,Alto2,Uh,28,Alto2_Uh_28.wav,Vocals/Alto2/Uh/Alto2_Uh_28.wav,
Alto2_Uh_29,746.438981251612,Alto2,Uh,29,Alto2_Uh_29.wav,Vocals/Alto2/Uh/Alto2_Uh_29.wav,
Alto2_Uh_30,789.16540563067,Alto2,Uh,30,Alto2_Uh_30.wav,Vocals/Alto2/Uh/Alto2_Uh_30.wav,
Altus_A_1,244.9030742308366,Altus,A,1,Altus_A_1.wav,Vocals/Altus/A/Altus_A_1.wav,Oh
Altus_A_2,261.7316344051029,Altus,A,2,Altus_A_2.wav,Vocals/Altus/A/Altus_A_2.wav,BUUUUUUUUUUUUUUUUUUUUUUUUU
Altus_A_3,280.7756214617279,Altus,A,3,Altus_A_3.wav,Vocals/Altus/A/Altus_A_3.wav,HEEEEEEE-
Altus_A_4,293.51197284260854,Altus,A,4,Altus_A_4.wav,Vocals/Altus/A/Altus_A_4.wav,Oh
Altus_A_5,311.1420304414414,Altus,A,5,Altus_A_5.wav,Vocals/Altus/A/Altus_A_5.wav,Bloop.
Altus_A_6,330.1927196494161,Altus,A,6,Altus_A_6.wav,Vocals/Altus/A/Altus_A_6.wav,Poot
Altus_A_7,349.2174390247105,Altus,A,7,Altus_A_7.wav,Vocals/Altus/A/Altus_A_7.wav,FUUUUUUUUUUUUUUUUUUU
Altus_A_8,370.5452608280823,Altus,A,8,Altus_A_8.wav,Vocals/Altus/A/Altus_A_8.wav,OOOOH
Altus_A_9,392.19218312798887,Altus,A,9,Altus_A_9.wav,Vocals/Altus/A/Altus_A_9.wav,
Altus_A_10,415.305,Altus,A,10,Altus_A_10.wav,Vocals/Altus/A/Altus_A_10.wav,COMING SOON
Altus_A_11,458.93269756173,Altus,A,11,Altus_A_11.wav,Vocals/Altus/A/Altus_A_11.wav,🎵
Altus_A_12,471.28097114645,Altus,A,12,Altus_A_12.wav,Vocals/Altus/A/Altus_A_12.wav,OOOOOOOOOOOOOOOOOOOOOOOOOOOOOH
Altus_A_13,495.810721144946,Altus,A,13,Altus_A_13.wav,Vocals/Altus/A/Altus_A_13.wav,Oh
Altus_A_14,523.61396431611,Altus,A,14,Altus_A_14.wav,Vocals/Altus/A/Altus_A_14.wav,Oh
Altus_E_1,243.98208182440868,Altus,E,1,Altus_E_1.wav,Vocals/Altus/E/Altus_E_1.wav,BEEP
Altus_E_2,261.7978692626206,Altus,E,2,Altus_E_2.wav,Vocals/Altus/E/Altus_E_2.wav,MMMM
Altus_E_3,276.044762066926,Altus,E,3,Altus_E_3.wav,Vocals/Altus/E/Altus_E_3.wav,🎵🎵🎵
Altus_E_4,294.3872954772135,Altus,E,4,Altus_E_4.wav,Vocals/Altus/E/Altus_E_4.wav,AHHHHHHHHHHH
Altus_E_5,311.1546402585725,Altus,E,5,Altus_E_5.wav,Vocals/Altus/E/Altus_E_5.wav,Thank you for watching!
Altus_E_6,334.03782245370445,Altus,E,6,Altus_E_6.wav,Vocals/Altus/E/Altus_E_6.wav,FUUUUUUUUUUUUUUUUUUUUUUUUU
Altus_E_7,349.53813678815095,Altus,E,7,Altus_E_7.wav,Vocals/Altus/E/Altus_E_7.wav,Pee
Altus_E_8,370.2901797865024,Altus,E,8,Altus_E_8.wav,Vocals/Altus/E/Altus_E_8.wav,E X T H E M E
Altus_E_9,392.2076178742444,Altus,E,9,Altus_E_9.wav,Vocals/Altus/E/Altus_E_9.wav,EEEEEEEEEEEEEEEEEEEEEE
Altus_E_10,415.305,Altus,E,10,Altus_E_10.wav,Vocals/Altus/E/Altus_E_10.wav,THE END
Altus_E_11,462.899950629076,Altus,E,11,Altus_E_11.wav,Vocals/Altus/E/Altus_E_11.wav,TOO!
Altus_E_12,477.303274984774,Altus,E,12,Altus_E_12.wav,Vocals/Altus/E/Altus_E_12.wav,Yeah
Altus_E_13,509.610095822116,Altus,E,13,Altus_E_13.wav,Vocals/Altus/E/Altus_E_13.wav,!!!!!
Altus_E_14,523.483348600766,Altus,E,14,Altus_E_14.wav,Vocals/Altus/E/Altus_E_14.wav,bEaR
Altus_I_1,237.75573629717525,Altus,I,1,Altus_I_1.wav,Vocals/Altus/I/Altus_I_1.wav,Mmmmmmmmmmmmmmmmmmmmm
Altus_I_2,266.9215439264517,Altus,I,2,Altus_I_2.wav,Vocals/Altus/I/Altus_I_2.wav,MMMMMMMMMMMMMM
Altus_I_3,278.42493789594926,Altus,I,3,Altus_I_3.wav,Vocals/Altus/I/Altus_I_3.wav,BUUUUUUUUUUUUUUUUUUUUUUUUU
Altus_I_4,295.95620659804973,Altus,I,4,Altus_I_4.wav,Vocals/Altus/I/Altus_I_4.wav,
Altus_I_5,310.4974127987245,Altus,I,5,Altus_I_5.wav,Vocals/Altus/I/Altus_I_5.wav,Hmm
Altus_I_6,330.58762385809905,Altus,I,6,Altus_I_6.wav,Vocals/Altus/I/Altus_I_6.wav,music
Altus_I_7,349.0537496657888,Altus,I,7,Altus_I_7.wav,Vocals/Altus/I/Altus_I_7.wav,Doot.
Altus_I_8,370.78012651421705,Altus,I,8,Altus_I_8.wav,Vocals/Altus/I/Altus_I_8.wav,Hey.
